Year of Data,STRUCTURE_NUMBER_008,Bridge Health Index (Overall),Bridge Health Index (Deck),Bridge Health Index (Super),Bridge Health Index (Sub)
2003,100000130150013,98.1,97.96,99.87,95.63
2004,100000130150013,96.32,97.96,95.25,95.63
2005,100000130150013,96.32,97.96,95.25,95.63
2006,100000130150013,96.32,97.96,95.25,95.63
2007,100000130150013,96.32,97.96,95.25,95.63
2008,100000130150013,96.32,97.96,95.25,95.63
2009,100000130150013,96.32,97.96,95.25,95.63
2010,100000130150013,96.32,97.96,95.25,95.63
2011,100000130150013,96.32,97.96,95.25,95.63
2012,100000130150013,96.32,97.96,95.25,95.63
2013,100000130150013,96.32,97.96,95.25,95.63
2014,100000130150013,96.32,97.96,95.25,95.63
2015,100000130150013,96.32,97.96,95.25,95.63
2016,100000130150013,96.32,97.96,95.25,95.63
2017,100000130150013,96.32,97.96,95.25,95.63
2018,100000130150013,96.32,97.96,95.25,95.63
2019,100000130150013,96.32,97.96,95.25,95.63
2020,100000130150013,96.32,97.96,95.25,95.63
2021,100000130150013,96.32,97.96,95.25,95.63
1999,100000130149014,99.46,97.96,99.87,100.0
2000,100000130149014,99.46,97.96,99.87,100.0
2001,100000130149014,99.46,97.96,99.87,100.0
2002,100000130149014,99.46,97.96,99.87,100.0
2003,100000130149014,97.5,97.96,99.87,95.63
2004,100000130149014,97.5,97.96,99.87,95.63
2005,100000130149014,97.5,97.96,99.87,95.63
2006,100000130149014,97.5,97.96,99.87,95.63
2007,100000130149014,97.5,97.96,99.87,95.63
2008,100000130149014,97.5,97.96,99.87,95.63
2009,100000130149014,97.5,97.96,99.87,95.63
2010,100000130149014,97.5,97.96,99.87,95.63
2011,100000130149014,97.5,97.96,99.87,95.63
2012,100000130149014,97.5,97.96,99.87,95.63
2013,100000130149014,97.5,97.96,99.87,95.63
2014,100000130149014,96.09,97.96,95.25,95.63
2015,100000130149014,96.09,97.96,95.25,95.63
2016,100000130149014,96.09,97.96,95.25,95.63
2017,100000130149014,96.09,97.96,95.25,95.63
2018,100000130149014,96.09,97.96,95.25,95.63
2019,100000130149014,96.09,97.96,95.25,95.63
2020,100000130149014,96.09,97.96,95.25,95.63
2021,100000130149014,96.09,97.96,95.25,95.63
1999,100000130146010,99.94,99.94,99.87,100.0
2000,100000130146010,99.94,99.94,99.87,100.0
2001,100000130146010,97.5,97.96,99.87,95.63
2002,100000130146010,97.5,97.96,99.87,95.63
2003,100000130146010,97.5,97.96,99.87,95.63
2004,100000130146010,97.5,97.96,99.87,95.63
2005,100000130146010,97.5,97.96,99.87,95.63
2006,100000130146010,97.5,97.96,99.87,95.63
2007,100000130146010,97.5,97.96,99.87,95.63
2008,100000130146010,97.5,97.96,99.87,95.63
2009,100000130146010,96.09,97.96,95.25,95.63
2010,100000130146010,96.09,97.96,95.25,95.63
2011,100000130146010,96.09,97.96,95.25,95.63
2012,100000130146010,96.09,97.96,95.25,95.63
2013,100000130146010,96.09,97.96,95.25,95.63
2014,100000130146010,96.09,97.96,95.25,95.63
2015,100000130146010,96.09,97.96,95.25,95.63
2016,100000130146010,96.09,97.96,95.25,95.63
2017,100000130146010,96.09,97.96,95.25,95.63
2018,100000130146010,96.09,97.96,95.25,95.63
2019,100000130146010,96.09,97.96,95.25,95.63
2020,100000130146010,96.09,97.96,95.25,95.63
2021,100000130146010,96.09,97.96,95.25,95.63
1999,100000130145014,99.92,99.94,99.87,100.0
2000,100000130145014,99.92,99.94,99.87,100.0
2001,100000130145014,98.18,97.96,99.87,95.63
2002,100000130145014,98.18,97.96,99.87,95.63
2003,100000130145014,98.18,97.96,99.87,95.63
2004,100000130145014,98.18,97.96,99.87,95.63
2005,100000130145014,98.18,97.96,99.87,95.63
2006,100000130145014,98.18,97.96,99.87,95.63
2007,100000130145014,98.18,97.96,99.87,95.63
2008,100000130145014,98.18,97.96,99.87,95.63
2009,100000130145014,98.18,97.96,99.87,95.63
2010,100000130145014,98.18,97.96,99.87,95.63
2011,100000130145014,98.18,97.96,99.87,95.63
2012,100000130145014,98.18,97.96,99.87,95.63
2013,100000130145014,98.18,97.96,99.87,95.63
2014,100000130145014,98.18,97.96,99.87,95.63
2015,100000130145014,94.94,94.06,95.25,95.63
2016,100000130145014,94.94,94.06,95.25,95.63
2017,100000130145014,94.94,94.06,95.25,95.63
2018,100000130145014,94.94,94.06,95.25,95.63
2019,100000130145014,94.94,94.06,95.25,95.63
2020,100000130145014,96.27,97.96,95.25,95.63
2021,100000130145014,96.27,97.96,95.25,95.63
1999,100000130145013,99.92,99.94,99.87,100.0
2000,100000130145013,99.92,99.94,99.87,100.0
2001,100000130145013,98.18,97.96,99.87,95.63
2002,100000130145013,98.18,97.96,99.87,95.63
2003,100000130145013,98.18,97.96,99.87,95.63
2004,100000130145013,98.18,97.96,99.87,95.63
2005,100000130145013,98.18,97.96,99.87,95.63
2006,100000130145013,98.18,97.96,99.87,95.63
2007,100000130145013,98.18,97.96,99.87,95.63
2008,100000130145013,98.18,97.96,99.87,95.63
2009,100000130145013,96.27,97.96,95.25,95.63
2010,100000130145013,96.27,97.96,95.25,95.63
2011,100000130145013,96.27,97.96,95.25,95.63
2012,100000130145013,96.27,97.96,95.25,95.63
2013,100000130145013,96.27,97.96,95.25,95.63
2014,100000130145013,96.27,97.96,95.25,95.63
2015,100000130145013,96.27,97.96,95.25,95.63
2016,100000130145013,96.27,97.96,95.25,95.63
2017,100000130145013,96.27,97.96,95.25,95.63
2018,100000130145013,96.27,97.96,95.25,95.63
2019,100000130145013,96.27,97.96,95.25,95.63
2020,100000130145013,96.27,97.96,95.25,95.63
2021,100000130145013,96.27,97.96,95.25,95.63
1999,100000130144014,99.92,99.94,99.87,100.0
2000,100000130144014,99.92,99.94,99.87,100.0
2001,100000130144014,99.31,97.96,99.87,100.0
2002,100000130144014,99.31,97.96,99.87,100.0
2003,100000130144014,98.19,97.96,99.87,95.63
2004,100000130144014,98.19,97.96,99.87,95.63
2005,100000130144014,98.19,97.96,99.87,95.63
2006,100000130144014,98.19,97.96,99.87,95.63
2007,100000130144014,98.19,97.96,99.87,95.63
2008,100000130144014,98.19,97.96,99.87,95.63
2009,100000130144014,98.19,97.96,99.87,95.63
2010,100000130144014,98.19,97.96,99.87,95.63
2011,100000130144014,98.19,97.96,99.87,95.63
2012,100000130144014,98.19,97.96,99.87,95.63
2013,100000130144014,98.19,97.96,99.87,95.63
2014,100000130144014,98.19,97.96,99.87,95.63
2015,100000130144014,98.19,97.96,99.87,95.63
2016,100000130144014,98.19,97.96,99.87,95.63
2017,100000130144014,98.19,97.96,99.87,95.63
2018,100000130144014,98.19,97.96,99.87,95.63
2019,100000130144014,96.19,97.96,95.25,95.63
2020,100000130144014,96.19,97.96,95.25,95.63
2021,100000130144014,96.19,97.96,95.25,95.63
1999,100000130144013,99.92,99.94,99.87,100.0
2000,100000130144013,99.92,99.94,99.87,100.0
2001,100000130144013,99.92,99.94,99.87,100.0
2002,100000130144013,99.92,99.94,99.87,100.0
2003,100000130144013,98.18,97.96,99.87,95.63
2004,100000130144013,98.18,97.96,99.87,95.63
2005,100000130144013,98.18,97.96,99.87,95.63
2006,100000130144013,98.18,97.96,99.87,95.63
2007,100000130144013,98.18,97.96,99.87,95.63
2008,100000130144013,98.18,97.96,99.87,95.63
2009,100000130144013,98.18,97.96,99.87,95.63
2010,100000130144013,98.18,97.96,99.87,95.63
2011,100000130144013,98.18,97.96,99.87,95.63
2012,100000130144013,98.18,97.96,99.87,95.63
2013,100000130144013,98.18,97.96,99.87,95.63
2014,100000130144013,98.18,97.96,99.87,95.63
2015,100000130144013,98.18,97.96,99.87,95.63
2016,100000130144013,98.18,97.96,99.87,95.63
2017,100000130144013,98.18,97.96,99.87,95.63
2018,100000130144013,98.18,97.96,99.87,95.63
2019,100000130144013,96.27,97.96,95.25,95.63
2020,100000130144013,96.27,97.96,95.25,95.63
2021,100000130144013,96.27,97.96,95.25,95.63
1995,100000130138010,99.94,99.94,99.87,100.0
1996,100000130138010,99.94,99.94,99.87,100.0
1997,100000130138010,99.94,99.94,99.87,100.0
1998,100000130138010,99.94,99.94,99.87,100.0
1999,100000130138010,97.71,97.96,99.87,95.63
2000,100000130138010,97.71,97.96,99.87,95.63
2001,100000130138010,97.71,97.96,99.87,95.63
2002,100000130138010,97.71,97.96,99.87,95.63
2003,100000130138010,97.71,97.96,99.87,95.63
2004,100000130138010,97.71,97.96,99.87,95.63
2005,100000130138010,97.71,97.96,99.87,95.63
2006,100000130138010,97.71,97.96,99.87,95.63
2007,100000130138010,97.71,97.96,99.87,95.63
2008,100000130138010,97.71,97.96,99.87,95.63
2009,100000130138010,97.71,97.96,99.87,95.63
2010,100000130138010,97.71,97.96,99.87,95.63
2011,100000130138010,97.71,97.96,99.87,95.63
2012,100000130138010,97.71,97.96,99.87,95.63
2013,100000130138010,97.71,97.96,99.87,95.63
2014,100000130138010,97.71,97.96,99.87,95.63
2015,100000130138010,96.14,97.96,95.25,95.63
2016,100000130138010,96.14,97.96,95.25,95.63
2017,100000130138010,96.14,97.96,95.25,95.63
2018,100000130138010,96.14,97.96,95.25,95.63
2019,100000130138010,96.14,97.96,95.25,95.63
2020,100000130138010,96.14,97.96,95.25,95.63
2021,100000130138010,96.14,97.96,95.25,95.63
1996,100000130135014,100.0,100.0,100.0,100.0
1997,100000130135014,100.0,100.0,100.0,100.0
1998,100000130135014,100.0,100.0,100.0,100.0
1999,100000130135014,99.92,99.94,99.87,100.0
2000,100000130135014,99.92,99.94,99.87,100.0
2001,100000130135014,99.92,99.94,99.87,100.0
2002,100000130135014,99.92,99.94,99.87,100.0
2003,100000130135014,96.27,97.96,95.25,95.63
2004,100000130135014,96.27,97.96,95.25,95.63
2005,100000130135014,96.27,97.96,95.25,95.63
2006,100000130135014,96.27,97.96,95.25,95.63
2007,100000130135014,96.27,97.96,95.25,95.63
2008,100000130135014,96.27,97.96,95.25,95.63
2009,100000130135014,96.27,97.96,95.25,95.63
2010,100000130135014,96.27,97.96,95.25,95.63
2011,100000130135014,96.27,97.96,95.25,95.63
2012,100000130135014,96.27,97.96,95.25,95.63
2013,100000130135014,96.27,97.96,95.25,95.63
2014,100000130135014,96.27,97.96,95.25,95.63
2015,100000130135014,96.27,97.96,95.25,95.63
2016,100000130135014,96.27,97.96,95.25,95.63
2017,100000130135014,96.27,97.96,95.25,95.63
2018,100000130135014,96.27,97.96,95.25,95.63
2019,100000130135014,96.27,97.96,95.25,95.63
2020,100000130135014,96.27,97.96,95.25,95.63
2021,100000130135014,96.27,97.96,95.25,95.63
1996,100000130135013,100.0,100.0,100.0,100.0
1997,100000130135013,100.0,100.0,100.0,100.0
1998,100000130135013,100.0,100.0,100.0,100.0
1999,100000130135013,99.92,99.94,99.87,100.0
2000,100000130135013,99.92,99.94,99.87,100.0
2001,100000130135013,99.92,99.94,99.87,100.0
2002,100000130135013,99.92,99.94,99.87,100.0
2003,100000130135013,96.27,97.96,95.25,95.63
2004,100000130135013,96.27,97.96,95.25,95.63
2005,100000130135013,96.27,97.96,95.25,95.63
2006,100000130135013,96.27,97.96,95.25,95.63
2007,100000130135013,96.27,97.96,95.25,95.63
2008,100000130135013,96.27,97.96,95.25,95.63
2009,100000130135013,96.27,97.96,95.25,95.63
2010,100000130135013,96.27,97.96,95.25,95.63
2011,100000130135013,96.27,97.96,95.25,95.63
2012,100000130135013,96.27,97.96,95.25,95.63
2013,100000130135013,96.27,97.96,95.25,95.63
2014,100000130135013,96.27,97.96,95.25,95.63
2015,100000130135013,96.27,97.96,95.25,95.63
2016,100000130135013,96.27,97.96,95.25,95.63
2017,100000130135013,96.27,97.96,95.25,95.63
2018,100000130135013,96.27,97.96,95.25,95.63
2019,100000130135013,96.27,97.96,95.25,95.63
2020,100000130135013,96.27,97.96,95.25,95.63
2021,100000130135013,96.27,97.96,95.25,95.63
1995,100000130122010,99.4,97.96,99.87,100.0
1996,100000130122010,99.94,99.94,99.87,100.0
1997,100000130122010,99.94,99.94,99.87,100.0
1998,100000130122010,97.71,97.96,99.87,95.63
1999,100000130122010,97.71,97.96,99.87,95.63
2000,100000130122010,97.71,97.96,99.87,95.63
2001,100000130122010,97.71,97.96,99.87,95.63
2002,100000130122010,97.71,97.96,99.87,95.63
2003,100000130122010,97.71,97.96,99.87,95.63
2004,100000130122010,97.71,97.96,99.87,95.63
2005,100000130122010,97.71,97.96,99.87,95.63
2006,100000130122010,96.64,94.06,99.87,95.63
2007,100000130122010,96.64,94.06,99.87,95.63
2008,100000130122010,95.07,94.06,95.25,95.63
2009,100000130122010,95.07,94.06,95.25,95.63
2010,100000130122010,95.07,94.06,95.25,95.63
2011,100000130122010,95.07,94.06,95.25,95.63
2012,100000130122010,95.07,94.06,95.25,95.63
2013,100000130122010,95.07,94.06,95.25,95.63
2014,100000130122010,95.07,94.06,95.25,95.63
2015,100000130122010,95.07,94.06,95.25,95.63
2016,100000130122010,95.07,94.06,95.25,95.63
2017,100000130122010,95.07,94.06,95.25,95.63
2018,100000130122010,95.07,94.06,95.25,95.63
2019,100000130122010,95.07,94.06,95.25,95.63
2020,100000130122010,95.07,94.06,95.25,95.63
2021,100000130122010,95.07,94.06,95.25,95.63
1995,100000130120010,98.81,99.94,99.87,95.63
1996,100000130120010,98.81,99.94,99.87,95.63
1997,100000130120010,98.81,99.94,99.87,95.63
1998,100000130120010,98.81,99.94,99.87,95.63
1999,100000130120010,98.1,97.96,99.87,95.63
2000,100000130120010,98.1,97.96,99.87,95.63
2001,100000130120010,98.1,97.96,99.87,95.63
2002,100000130120010,98.1,97.96,99.87,95.63
2003,100000130120010,96.32,97.96,95.25,95.63
2004,100000130120010,96.32,97.96,95.25,95.63
2005,100000130120010,96.32,97.96,95.25,95.63
2006,100000130120010,96.32,97.96,95.25,95.63
2007,100000130120010,96.32,97.96,95.25,95.63
2008,100000130120010,96.32,97.96,95.25,95.63
2009,100000130120010,96.32,97.96,95.25,95.63
2010,100000130120010,96.32,97.96,95.25,95.63
2011,100000130120010,96.32,97.96,95.25,95.63
2012,100000130120010,96.32,97.96,95.25,95.63
2013,100000130120010,96.32,97.96,95.25,95.63
2014,100000130120010,96.32,97.96,95.25,95.63
2015,100000130120010,96.32,97.96,95.25,95.63
2016,100000130120010,96.32,97.96,95.25,95.63
2017,100000130120010,96.32,97.96,95.25,95.63
2018,100000130120010,96.32,97.96,95.25,95.63
2019,100000130120010,96.32,97.96,95.25,95.63
2020,100000130120010,96.32,97.96,95.25,95.63
2021,100000130120010,96.32,97.96,95.25,95.63
1995,100000130119010,99.41,97.96,99.87,100.0
1996,100000130119010,99.95,99.94,99.87,100.0
1997,100000130119010,99.95,99.94,99.87,100.0
1998,100000130119010,97.25,97.96,99.87,95.63
1999,100000130119010,97.25,97.96,99.87,95.63
2000,100000130119010,97.25,97.96,99.87,95.63
2001,100000130119010,97.25,97.96,99.87,95.63
2002,100000130119010,97.25,97.96,99.87,95.63
2003,100000130119010,97.25,97.96,99.87,95.63
2004,100000130119010,97.25,97.96,99.87,95.63
2005,100000130119010,97.25,97.96,99.87,95.63
2006,100000130119010,94.09,97.96,95.25,91.41
2007,100000130119010,94.09,97.96,95.25,91.41
2008,100000130119010,94.09,97.96,95.25,91.41
2009,100000130119010,94.09,97.96,95.25,91.41
2010,100000130119010,94.09,97.96,95.25,91.41
2011,100000130119010,94.09,97.96,95.25,91.41
2012,100000130119010,94.09,97.96,95.25,91.41
2013,100000130119010,94.09,97.96,95.25,91.41
2014,100000130119010,94.09,97.96,95.25,91.41
2015,100000130119010,94.09,97.96,95.25,91.41
2016,100000130119010,94.09,97.96,95.25,91.41
2017,100000130119010,94.09,97.96,95.25,91.41
2018,100000130119010,94.09,97.96,95.25,91.41
2019,100000130119010,94.09,97.96,95.25,91.41
2020,100000130119010,94.09,97.96,95.25,91.41
2021,100000130119010,94.09,97.96,95.25,91.41
1995,100000130115014,94.21,97.96,95.25,91.41
1996,100000130115014,94.21,97.96,95.25,91.41
1997,100000130115014,94.21,97.96,95.25,91.41
1998,100000130115014,94.21,97.96,95.25,91.41
1999,100000130115014,94.21,97.96,95.25,91.41
2000,100000130115014,94.21,97.96,95.25,91.41
2001,100000130115014,94.21,97.96,95.25,91.41
2002,100000130115014,94.21,97.96,95.25,91.41
2003,100000130115014,94.21,97.96,95.25,91.41
2004,100000130115014,94.21,97.96,95.25,91.41
2005,100000130115014,94.21,97.96,95.25,91.41
2006,100000130115014,93.29,94.06,95.25,91.41
2007,100000130115014,93.29,94.06,95.25,91.41
2008,100000130115014,93.29,94.06,95.25,91.41
2009,100000130115014,93.29,94.06,95.25,91.41
2010,100000130115014,93.29,94.06,95.25,91.41
2011,100000130115014,93.29,94.06,95.25,91.41
2012,100000130115014,93.29,94.06,95.25,91.41
2013,100000130115014,93.29,94.06,95.25,91.41
2014,100000130115014,93.29,94.06,95.25,91.41
2015,100000130115014,93.29,94.06,95.25,91.41
2016,100000130115014,93.29,94.06,95.25,91.41
2017,100000130115014,93.29,94.06,95.25,91.41
2018,100000130115014,93.29,94.06,95.25,91.41
2019,100000130115014,93.29,94.06,95.25,91.41
2020,100000130115014,93.29,94.06,95.25,91.41
2021,100000130115014,93.29,94.06,95.25,91.41
1995,100000130115013,95.57,97.96,99.87,91.41
1996,100000130115013,96.09,97.96,95.25,95.63
1997,100000130115013,96.09,97.96,95.25,95.63
1998,100000130115013,96.09,97.96,95.25,95.63
1999,100000130115013,96.09,97.96,95.25,95.63
2000,100000130115013,96.09,97.96,95.25,95.63
2001,100000130115013,96.09,97.96,95.25,95.63
2002,100000130115013,94.68,97.96,90.62,95.63
2003,100000130115013,94.68,97.96,90.62,95.63
2004,100000130115013,94.68,97.96,90.62,95.63
2005,100000130115013,94.68,97.96,90.62,95.63
2006,100000130115013,94.68,97.96,90.62,95.63
2007,100000130115013,94.68,97.96,90.62,95.63
2008,100000130115013,94.68,97.96,90.62,95.63
2009,100000130115013,94.68,97.96,90.62,95.63
2010,100000130115013,94.68,97.96,90.62,95.63
2011,100000130115013,94.68,97.96,90.62,95.63
2012,100000130115013,94.68,97.96,90.62,95.63
2013,100000130115013,92.77,97.96,90.62,91.41
2014,100000130115013,92.77,97.96,90.62,91.41
2015,100000130115013,92.77,97.96,90.62,91.41
2016,100000130115013,92.77,97.96,90.62,91.41
2017,100000130115013,92.77,97.96,90.62,91.41
2018,100000130115013,92.77,97.96,90.62,91.41
2019,100000130115013,92.77,97.96,90.62,91.41
2020,100000130115013,92.77,97.96,90.62,91.41
2021,100000130115013,92.77,97.96,90.62,91.41
1995,100000130100014,96.49,97.96,95.25,95.63
1996,100000130100014,96.49,97.96,95.25,95.63
1997,100000130100014,96.49,97.96,95.25,95.63
1998,100000130100014,96.49,97.96,95.25,95.63
1999,100000130100014,96.49,97.96,95.25,95.63
2000,100000130100014,96.49,97.96,95.25,95.63
2001,100000130100014,96.49,97.96,95.25,95.63
2002,100000130100014,96.49,97.96,95.25,95.63
2003,100000130100014,96.49,97.96,95.25,95.63
2004,100000130100014,96.49,97.96,95.25,95.63
2005,100000130100014,96.49,97.96,95.25,95.63
2006,100000130100014,96.49,97.96,95.25,95.63
2007,100000130100014,96.49,97.96,95.25,95.63
2008,100000130100014,96.49,97.96,95.25,95.63
2009,100000130100014,96.49,97.96,95.25,95.63
2010,100000130100014,96.49,97.96,95.25,95.63
2011,100000130100014,96.49,97.96,95.25,95.63
2012,100000130100014,96.49,97.96,95.25,95.63
2013,100000130100014,96.49,97.96,95.25,95.63
2014,100000130100014,95.51,97.96,95.25,91.41
2015,100000130100014,95.51,97.96,95.25,91.41
2016,100000130100014,95.51,97.96,95.25,91.41
2017,100000130100014,95.51,97.96,95.25,91.41
2018,100000130100014,95.51,97.96,95.25,91.41
2019,100000130100014,95.51,97.96,95.25,91.41
2020,100000130100014,95.51,97.96,95.25,91.41
2021,100000130100014,95.51,97.96,95.25,91.41
1995,100000130100013,96.49,97.96,95.25,95.63
1996,100000130100013,96.49,97.96,95.25,95.63
1997,100000130100013,96.49,97.96,95.25,95.63
1998,100000130100013,96.49,97.96,95.25,95.63
1999,100000130100013,96.49,97.96,95.25,95.63
2000,100000130100013,96.49,97.96,95.25,95.63
2001,100000130100013,96.49,97.96,95.25,95.63
2002,100000130100013,96.49,97.96,95.25,95.63
2003,100000130100013,96.49,97.96,95.25,95.63
2004,100000130100013,96.49,97.96,95.25,95.63
2005,100000130100013,96.49,97.96,95.25,95.63
2006,100000130100013,96.49,97.96,95.25,95.63
2007,100000130100013,96.49,97.96,95.25,95.63
2008,100000130100013,96.49,97.96,95.25,95.63
2009,100000130100013,96.49,97.96,95.25,95.63
2010,100000130100013,96.49,97.96,95.25,95.63
2011,100000130100013,96.49,97.96,95.25,95.63
2012,100000130100013,96.49,97.96,95.25,95.63
2013,100000130100013,96.49,97.96,95.25,95.63
2014,100000130100013,94.88,97.96,90.62,95.63
2015,100000130100013,94.88,97.96,90.62,95.63
2016,100000130100013,94.88,97.96,90.62,95.63
2017,100000130100013,94.88,97.96,90.62,95.63
2018,100000130100013,94.88,97.96,90.62,95.63
2019,100000130100013,93.91,97.96,90.62,91.41
2020,100000130100013,93.91,97.96,90.62,91.41
2021,100000130100013,93.91,97.96,90.62,91.41
1995,100000130092012,94.42,97.96,95.25,91.41
1996,100000130092012,94.42,97.96,95.25,91.41
1997,100000130092012,93.13,94.06,95.25,91.41
1998,100000130092012,93.13,94.06,95.25,91.41
1999,100000130092012,93.13,94.06,95.25,91.41
2000,100000130092012,93.13,94.06,95.25,91.41
2001,100000130092012,93.13,94.06,95.25,91.41
2002,100000130092012,93.13,94.06,95.25,91.41
2003,100000130092012,93.13,94.06,95.25,91.41
2004,100000130092012,93.13,94.06,95.25,91.41
2005,100000130092012,93.13,94.06,95.25,91.41
2006,100000130092012,93.13,94.06,95.25,91.41
2007,100000130092012,93.13,94.06,95.25,91.41
2008,100000130092012,93.13,94.06,95.25,91.41
2009,100000130092012,89.56,94.06,95.25,83.5
2010,100000130092012,89.56,94.06,95.25,83.5
2011,100000130092012,89.56,94.06,95.25,83.5
2012,100000130092012,93.13,94.06,95.25,91.41
2013,100000130092012,93.13,94.06,95.25,91.41
2014,100000130092012,92.11,94.06,90.62,91.41
2015,100000130092012,92.11,94.06,90.62,91.41
2016,100000130092012,92.11,94.06,90.62,91.41
2017,100000130092012,92.11,94.06,90.62,91.41
2018,100000130092012,92.11,94.06,90.62,91.41
2019,100000130092012,92.11,94.06,90.62,91.41
2020,100000130092012,92.11,94.06,90.62,91.41
2021,100000130092012,92.11,94.06,90.62,91.41
1995,100000130092011,96.32,97.96,95.25,95.63
1996,100000130092011,96.32,97.96,95.25,95.63
1997,100000130092011,96.32,97.96,95.25,95.63
1998,100000130092011,96.32,97.96,95.25,95.63
1999,100000130092011,95.03,94.06,95.25,95.63
2000,100000130092011,95.03,94.06,95.25,95.63
2001,100000130092011,95.03,94.06,95.25,95.63
2002,100000130092011,95.03,94.06,95.25,95.63
2003,100000130092011,95.03,94.06,95.25,95.63
2004,100000130092011,95.03,94.06,95.25,95.63
2005,100000130092011,93.13,94.06,95.25,91.41
2006,100000130092011,93.13,94.06,95.25,91.41
2007,100000130092011,93.13,94.06,95.25,91.41
2008,100000130092011,93.13,94.06,95.25,91.41
2009,100000130092011,89.56,94.06,95.25,83.5
2010,100000130092011,89.56,94.06,95.25,83.5
2011,100000130092011,89.56,94.06,95.25,83.5
2012,100000130092011,93.13,94.06,95.25,91.41
2013,100000130092011,93.13,94.06,95.25,91.41
2014,100000130092011,92.11,94.06,90.62,91.41
2015,100000130092011,92.11,94.06,90.62,91.41
2016,100000130092011,92.11,94.06,90.62,91.41
2017,100000130092011,92.11,94.06,90.62,91.41
2018,100000130092011,92.11,94.06,90.62,91.41
2019,100000130092011,92.11,94.06,90.62,91.41
2020,100000130092011,92.11,94.06,90.62,91.41
2021,100000130092011,92.11,94.06,90.62,91.41
1995,100000130055010,92.99,94.06,95.25,91.41
1996,100000130055010,92.99,94.06,95.25,91.41
1997,100000130055010,92.99,94.06,95.25,91.41
1998,100000130055010,92.99,94.06,95.25,91.41
1999,100000130055010,92.99,94.06,95.25,91.41
2000,100000130055010,92.99,94.06,95.25,91.41
2001,100000130055010,91.77,94.06,90.62,91.41
2002,100000130055010,91.77,94.06,90.62,91.41
2003,100000130055010,92.99,94.06,95.25,91.41
2004,100000130055010,92.99,94.06,95.25,91.41
2005,100000130055010,92.99,94.06,95.25,91.41
2006,100000130055010,92.99,94.06,95.25,91.41
2007,100000130055010,92.99,94.06,95.25,91.41
2008,100000130055010,92.99,94.06,95.25,91.41
2009,100000130055010,92.49,91.7,95.25,91.41
2010,100000130055010,92.49,91.7,95.25,91.41
2011,100000130055010,92.49,91.7,95.25,91.41
2012,100000130055010,92.49,91.7,95.25,91.41
2013,100000130055010,92.49,91.7,95.25,91.41
2014,100000130055010,92.49,91.7,95.25,91.41
2015,100000130055010,91.26,91.7,90.62,91.41
2016,100000130055010,91.26,91.7,90.62,91.41
2017,100000130055010,91.26,91.7,90.62,91.41
2018,100000130055010,91.26,91.7,90.62,91.41
2019,100000130055010,91.26,91.7,90.62,91.41
2020,100000130055010,91.26,91.7,90.62,91.41
2021,100000130055010,96.45,99.94,95.25,95.63
1995,100000130054013,96.31,97.96,95.25,95.63
1996,100000130054013,96.31,97.96,95.25,95.63
1997,100000130054013,96.31,97.96,95.25,95.63
1998,100000130054013,96.31,97.96,95.25,95.63
1999,100000130054013,92.07,94.06,90.62,91.41
2000,100000130054013,92.07,94.06,90.62,91.41
2001,100000130054013,92.07,94.06,90.62,91.41
2002,100000130054013,92.07,94.06,90.62,91.41
2003,100000130054013,92.07,94.06,90.62,91.41
2004,100000130054013,92.07,94.06,90.62,91.41
2005,100000130054013,92.07,94.06,90.62,91.41
2006,100000130054013,92.07,94.06,90.62,91.41
2007,100000130054013,92.07,94.06,90.62,91.41
2008,100000130054013,92.07,94.06,90.62,91.41
2009,100000130054013,92.07,94.06,90.62,91.41
2010,100000130054013,92.07,94.06,90.62,91.41
2011,100000130054013,92.07,94.06,90.62,91.41
2012,100000130054013,92.07,94.06,90.62,91.41
2013,100000130054013,92.07,94.06,90.62,91.41
2014,100000130054013,92.07,94.06,90.62,91.41
2015,100000130054013,93.53,94.06,90.62,95.63
2016,100000130054013,93.53,94.06,90.62,95.63
2017,100000130054013,93.53,94.06,90.62,95.63
2018,100000130054013,93.53,94.06,90.62,95.63
2019,100000130054013,93.53,94.06,90.62,95.63
2020,100000130054013,93.53,94.06,90.62,95.63
2021,100000130054013,92.73,91.7,90.62,95.63
1995,100000130053010,99.93,99.94,99.87,100.0
1996,100000130053010,93.61,94.06,95.25,91.41
1997,100000130053010,93.61,94.06,95.25,91.41
1998,100000130053010,93.61,94.06,95.25,91.41
1999,100000130053010,90.97,94.06,95.25,83.5
2000,100000130053010,90.97,94.06,95.25,83.5
2001,100000130053010,89.25,94.06,90.62,83.5
2002,100000130053010,89.25,94.06,90.62,83.5
2003,100000130053010,89.25,94.06,90.62,83.5
2004,100000130053010,89.25,94.06,90.62,83.5
2005,100000130053010,89.25,94.06,90.62,83.5
2006,100000130053010,89.25,94.06,90.62,83.5
2007,100000130053010,89.25,94.06,90.62,83.5
2008,100000130053010,89.25,94.06,90.62,83.5
2009,100000130053010,89.25,94.06,90.62,83.5
2010,100000130053010,89.25,94.06,90.62,83.5
2011,100000130053010,88.56,91.7,90.62,83.5
2012,100000130053010,88.56,91.7,90.62,83.5
2013,100000130053010,88.56,91.7,90.62,83.5
2014,100000130053010,88.56,91.7,90.62,83.5
2015,100000130053010,88.56,91.7,90.62,83.5
2016,100000130053010,88.56,91.7,90.62,83.5
2017,100000130053010,88.56,91.7,90.62,83.5
2018,100000130053010,88.56,91.7,90.62,83.5
